"Value", "Tolerance", "Tempco", "Manufacturer", "Manufacturer P/N", "Supplier1", "Supplier Part Number 1", "ComponentLink1Description", "ComponentLink1URL", "Library Ref", "Library Path", "Footprint Ref", "Footprint Path", "Description"
"169K", "1%", "100ppm/C", "Vishay", "CRCW0603169KFKEA", "Digi-Key", "541-169KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 169K ohm" 
"174K", "1%", "100ppm/C", "Vishay", "CRCW0603174KFKEA", "Digi-Key", "541-174KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 174K ohm" 
"178K", "1%", "100ppm/C", "Vishay", "CRCW0603178KFKEA", "Digi-Key", "541-178KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 178K ohm" 
"182K", "1%", "100ppm/C", "Vishay", "CRCW0603182KFKEA", "Digi-Key", "541-182KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 182K ohm" 
"187K", "1%", "100ppm/C", "Vishay", "CRCW0603187KFKEA", "Digi-Key", "541-187KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 187K ohm" 
"191K", "1%", "100ppm/C", "Vishay", "CRCW0603191KFKEA", "Digi-Key", "541-191KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 191K ohm" 
"196K", "1%", "100ppm/C", "Vishay", "CRCW0603196KFKEA", "Digi-Key", "541-196KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 196K ohm" 
"200K", "1%", "100ppm/C", "Vishay", "CRCW0603200KFKEA", "Digi-Key", "541-200KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 200K ohm" 
"205K", "1%", "100ppm/C", "Vishay", "CRCW0603205KFKEA", "Digi-Key", "541-205KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 205K ohm" 
"210K", "1%", "100ppm/C", "Vishay", "CRCW0603210KFKEA", "Digi-Key", "541-210KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 210K ohm" 
"215K", "1%", "100ppm/C", "Vishay", "CRCW0603215KFKEA", "Digi-Key", "541-215KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 215K ohm" 
"221K", "1%", "100ppm/C", "Vishay", "CRCW0603221KFKEA", "Digi-Key", "541-221KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 221K ohm" 
"226K", "1%", "100ppm/C", "Vishay", "CRCW0603226KFKEA", "Digi-Key", "541-226KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 226K ohm" 
"232K", "1%", "100ppm/C", "Vishay", "CRCW0603232KFKEA", "Digi-Key", "541-232KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 232K ohm" 
"237K", "1%", "100ppm/C", "Vishay", "CRCW0603237KFKEA", "Digi-Key", "541-237KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 237K ohm" 
"243K", "1%", "100ppm/C", "Vishay", "CRCW0603243KFKEA", "Digi-Key", "541-243KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 243K ohm" 
"249K", "1%", "100ppm/C", "Vishay", "CRCW0603249KFKEA", "Digi-Key", "541-249KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 249K ohm" 
"255K", "1%", "100ppm/C", "Vishay", "CRCW0603255KFKEA", "Digi-Key", "541-255KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 255K ohm" 
"261K", "1%", "100ppm/C", "Vishay", "CRCW0603261KFKEA", "Digi-Key", "541-261KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 261K ohm" 
"267K", "1%", "100ppm/C", "Vishay", "CRCW0603267KFKEA", "Digi-Key", "541-267KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 267K ohm" 
"274K", "1%", "100ppm/C", "Vishay", "CRCW0603274KFKEA", "Digi-Key", "541-274KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 274K ohm" 
"280K", "1%", "100ppm/C", "Vishay", "CRCW0603280KFKEA", "Digi-Key", "541-280KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 280K ohm" 
"287K", "1%", "100ppm/C", "Vishay", "CRCW0603287KFKEA", "Digi-Key", "541-287KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 287K ohm" 
"294K", "1%", "100ppm/C", "Vishay", "CRCW0603294KFKEA", "Digi-Key", "541-294KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 294K ohm" 
"301K", "1%", "100ppm/C", "Vishay", "CRCW0603301KFKEA", "Digi-Key", "541-301KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 301K ohm" 
"309K", "1%", "100ppm/C", "Vishay", "CRCW0603309KFKEA", "Digi-Key", "541-309KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 309K ohm" 
"316K", "1%", "100ppm/C", "Vishay", "CRCW0603316KFKEA", "Digi-Key", "541-316KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 316K ohm" 
"324K", "1%", "100ppm/C", "Vishay", "CRCW0603324KFKEA", "Digi-Key", "541-324KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 324K ohm" 
"332K", "1%", "100ppm/C", "Vishay", "CRCW0603332KFKEA", "Digi-Key", "541-332KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 332K ohm" 
"340K", "1%", "100ppm/C", "Vishay", "CRCW0603340KFKEA", "Digi-Key", "541-340KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 340K ohm" 
"348K", "1%", "100ppm/C", "Vishay", "CRCW0603348KFKEA", "Digi-Key", "541-348KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 348K ohm" 
"357K", "1%", "100ppm/C", "Vishay", "CRCW0603357KFKEA", "Digi-Key", "541-357KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 357K ohm" 
"365K", "1%", "100ppm/C", "Vishay", "CRCW0603365KFKEA", "Digi-Key", "541-365KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 365K ohm" 
"374K", "1%", "100ppm/C", "Vishay", "CRCW0603374KFKEA", "Digi-Key", "541-374KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 374K ohm" 
"383K", "1%", "100ppm/C", "Vishay", "CRCW0603383KFKEA", "Digi-Key", "541-383KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 383K ohm" 
"392K", "1%", "100ppm/C", "Vishay", "CRCW0603392KFKEA", "Digi-Key", "541-392KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 392K ohm" 
"402K", "1%", "100ppm/C", "Vishay", "CRCW0603402KFKEA", "Digi-Key", "541-402KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 402K ohm" 
"412K", "1%", "100ppm/C", "Vishay", "CRCW0603412KFKEA", "Digi-Key", "541-412KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 412K ohm" 
"422K", "1%", "100ppm/C", "Vishay", "CRCW0603422KFKEA", "Digi-Key", "541-422KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 422K ohm" 
"432K", "1%", "100ppm/C", "Vishay", "CRCW0603432KFKEA", "Digi-Key", "541-432KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 432K ohm" 
"442K", "1%", "100ppm/C", "Vishay", "CRCW0603442KFKEA", "Digi-Key", "541-442KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 442K ohm" 
"453K", "1%", "100ppm/C", "Vishay", "CRCW0603453KFKEA", "Digi-Key", "541-453KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 453K ohm" 
"464K", "1%", "100ppm/C", "Vishay", "CRCW0603464KFKEA", "Digi-Key", "541-464KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 464K ohm" 
"475K", "1%", "100ppm/C", "Vishay", "CRCW0603475KFKEA", "Digi-Key", "541-475KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 475K ohm" 
"487K", "1%", "100ppm/C", "Vishay", "CRCW0603487KFKEA", "Digi-Key", "541-487KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 487K ohm" 
"499K", "1%", "100ppm/C", "Vishay", "CRCW0603499KFKEA", "Digi-Key", "541-499KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 499K ohm" 
"511K", "1%", "100ppm/C", "Vishay", "CRCW0603511KFKEA", "Digi-Key", "541-511KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 511K ohm" 
"523K", "1%", "100ppm/C", "Vishay", "CRCW0603523KFKEA", "Digi-Key", "541-523KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 523K ohm" 
"536K", "1%", "100ppm/C", "Vishay", "CRCW0603536KFKEA", "Digi-Key", "541-536KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 536K ohm" 
"549K", "1%", "100ppm/C", "Vishay", "CRCW0603549KFKEA", "Digi-Key", "541-549KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 549K ohm" 
"562K", "1%", "100ppm/C", "Vishay", "CRCW0603562KFKEA", "Digi-Key", "541-562KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 562K ohm" 
"576K", "1%", "100ppm/C", "Vishay", "CRCW0603576KFKEA", "Digi-Key", "541-576KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 576K ohm" 
"590K", "1%", "100ppm/C", "Vishay", "CRCW0603590KFKEA", "Digi-Key", "541-590KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 590K ohm" 
"604K", "1%", "100ppm/C", "Vishay", "CRCW0603604KFKEA", "Digi-Key", "541-604KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 604K ohm" 
"619K", "1%", "100ppm/C", "Vishay", "CRCW0603619KFKEA", "Digi-Key", "541-619KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 619K ohm" 
"634K", "1%", "100ppm/C", "Vishay", "CRCW0603634KFKEA", "Digi-Key", "541-634KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 634K ohm" 
"649K", "1%", "100ppm/C", "Vishay", "CRCW0603649KFKEA", "Digi-Key", "541-649KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 649K ohm" 
"665K", "1%", "100ppm/C", "Vishay", "CRCW0603665KFKEA", "Digi-Key", "541-665KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 665K ohm" 
"681K", "1%", "100ppm/C", "Vishay", "CRCW0603681KFKEA", "Digi-Key", "541-681KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 681K ohm" 
"698K", "1%", "100ppm/C", "Vishay", "CRCW0603698KFKEA", "Digi-Key", "541-698KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 698K ohm" 
"715K", "1%", "100ppm/C", "Vishay", "CRCW0603715KFKEA", "Digi-Key", "541-715KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 715K ohm" 
"732K", "1%", "100ppm/C", "Vishay", "CRCW0603732KFKEA", "Digi-Key", "541-732KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 732K ohm" 
"750K", "1%", "100ppm/C", "Vishay", "CRCW0603750KFKEA", "Digi-Key", "541-750KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 750K ohm" 
"768K", "1%", "100ppm/C", "Vishay", "CRCW0603768KFKEA", "Digi-Key", "541-768KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 768K ohm" 
"787K", "1%", "100ppm/C", "Vishay", "CRCW0603787KFKEA", "Digi-Key", "541-787KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 787K ohm" 
"806K", "1%", "100ppm/C", "Vishay", "CRCW0603806KFKEA", "Digi-Key", "541-806KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 806K ohm" 
"825K", "1%", "100ppm/C", "Vishay", "CRCW0603825KFKEA", "Digi-Key", "541-825KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 825K ohm" 
"845K", "1%", "100ppm/C", "Vishay", "CRCW0603845KFKEA", "Digi-Key", "541-845KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 845K ohm" 
"866K", "1%", "100ppm/C", "Vishay", "CRCW0603866KFKEA", "Digi-Key", "541-866KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 866K ohm" 
"887K", "1%", "100ppm/C", "Vishay", "CRCW0603887KFKEA", "Digi-Key", "541-887KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 887K ohm" 
"909K", "1%", "100ppm/C", "Vishay", "CRCW0603909KFKEA", "Digi-Key", "541-909KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 909K ohm" 
"931K", "1%", "100ppm/C", "Vishay", "CRCW0603931KFKEA", "Digi-Key", "541-931KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 931K ohm" 
"953K", "1%", "100ppm/C", "Vishay", "CRCW0603953KFKEA", "Digi-Key", "541-953KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 953K ohm" 
"976K", "1%", "100ppm/C", "Vishay", "CRCW0603976KFKEA", "Digi-Key", "541-976KHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 976K ohm" 
"1.00M", "1%", "100ppm/C", "Vishay", "CRCW06031M00FKEA", "Digi-Key", "541-1.00MHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.00M ohm" 
"1.02M", "1%", "100ppm/C", "Vishay", "CRCW06031M02FKEA", "Digi-Key", "541-1.02MHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.02M ohm" 
"1.05M", "1%", "100ppm/C", "Vishay", "CRCW06031M05FKEA", "Digi-Key", "541-1.05MHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.05M ohm" 
"1.07M", "1%", "100ppm/C", "Vishay", "CRCW06031M07FKEA", "Digi-Key", "541-1.07MHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.07M ohm" 
"1.10M", "1%", "100ppm/C", "Vishay", "CRCW06031M10FKEA", "Digi-Key", "541-1.10MHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.10M ohm" 
"1.13M", "1%", "100ppm/C", "Vishay", "CRCW06031M13FKEA", "Digi-Key", "541-1.13MHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.13M ohm" 
"1.15M", "1%", "100ppm/C", "Vishay", "CRCW06031M15FKEA", "Digi-Key", "541-1.15MHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.15M ohm" 
"1.18M", "1%", "100ppm/C", "Vishay", "CRCW06031M18FKEA", "Digi-Key", "541-1.18MHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.18M ohm" 
"1.21M", "1%", "100ppm/C", "Vishay", "CRCW06031M21FKEA", "Digi-Key", "541-1.21MHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.21M ohm" 
"1.24M", "1%", "100ppm/C", "Vishay", "CRCW06031M24FKEA", "Digi-Key", "541-1.24MHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.24M ohm" 
"1.27M", "1%", "100ppm/C", "Vishay", "CRCW06031M27FKEA", "Digi-Key", "541-1.27MHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.27M ohm" 
"1.30M", "1%", "100ppm/C", "Vishay", "CRCW06031M30FKEA", "Digi-Key", "541-1.30MHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.30M ohm" 
"1.33M", "1%", "100ppm/C", "Vishay", "CRCW06031M33FKEA", "Digi-Key", "541-1.33MHCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0603", ".\MF_MiscLib.PcbLib", "Resistor SMT 0603 1.33M ohm" 
