"Value", "Tolerance", "Tempco", "Manufacturer", "Manufacturer P/N", "Supplier1", "Supplier Part Number 1", "ComponentLink1Description", "ComponentLink1URL", "Library Ref", "Library Path", "Footprint Ref", "Footprint Path", "Description"
"7.87", "1%", "100ppm/C", "Vishay", "CRCW04027R87FKED", "Digi-Key", "541-7.87LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 7.87 ohm" 
"8.06", "1%", "100ppm/C", "Vishay", "CRCW04028R06FKED", "Digi-Key", "541-8.06LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 8.06 ohm" 
"8.25", "1%", "100ppm/C", "Vishay", "CRCW04028R25FKED", "Digi-Key", "541-8.25LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 8.25 ohm" 
"8.45", "1%", "100ppm/C", "Vishay", "CRCW04028R45FKED", "Digi-Key", "541-8.45LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 8.45 ohm" 
"8.66", "1%", "100ppm/C", "Vishay", "CRCW04028R66FKED", "Digi-Key", "541-8.66LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 8.66 ohm" 
"8.87", "1%", "100ppm/C", "Vishay", "CRCW04028R87FKED", "Digi-Key", "541-8.87LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 8.87 ohm" 
"9.09", "1%", "100ppm/C", "Vishay", "CRCW04029R09FKED", "Digi-Key", "541-9.09LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 9.09 ohm" 
"9.31", "1%", "100ppm/C", "Vishay", "CRCW04029R31FKED", "Digi-Key", "541-9.31LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 9.31 ohm" 
"9.53", "1%", "100ppm/C", "Vishay", "CRCW04029R53FKED", "Digi-Key", "541-9.53LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 9.53 ohm" 
"9.76", "1%", "100ppm/C", "Vishay", "CRCW04029R76FKED", "Digi-Key", "541-9.76LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 9.76 ohm" 
"10.0", "1%", "100ppm/C", "Vishay", "CRCW040210R0FKED", "Digi-Key", "541-10.0LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 10.0 ohm" 
"10.2", "1%", "100ppm/C", "Vishay", "CRCW040210R2FKED", "Digi-Key", "541-10.2LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 10.2 ohm" 
"10.5", "1%", "100ppm/C", "Vishay", "CRCW040210R5FKED", "Digi-Key", "541-10.5LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 10.5 ohm" 
"10.7", "1%", "100ppm/C", "Vishay", "CRCW040210R7FKED", "Digi-Key", "541-10.7LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 10.7 ohm" 
"11.0", "1%", "100ppm/C", "Vishay", "CRCW040211R0FKED", "Digi-Key", "541-11.0LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 11.0 ohm" 
"11.3", "1%", "100ppm/C", "Vishay", "CRCW040211R3FKED", "Digi-Key", "541-11.3LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 11.3 ohm" 
"11.5", "1%", "100ppm/C", "Vishay", "CRCW040211R5FKED", "Digi-Key", "541-11.5LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 11.5 ohm" 
"11.8", "1%", "100ppm/C", "Vishay", "CRCW040211R8FKED", "Digi-Key", "541-11.8LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 11.8 ohm" 
"12.1", "1%", "100ppm/C", "Vishay", "CRCW040212R1FKED", "Digi-Key", "541-12.1LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 12.1 ohm" 
"12.4", "1%", "100ppm/C", "Vishay", "CRCW040212R4FKED", "Digi-Key", "541-12.4LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 12.4 ohm" 
"12.7", "1%", "100ppm/C", "Vishay", "CRCW040212R7FKED", "Digi-Key", "541-12.7LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 12.7 ohm" 
"13.0", "1%", "100ppm/C", "Vishay", "CRCW040213R0FKED", "Digi-Key", "541-13.0LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 13.0 ohm" 
"13.3", "1%", "100ppm/C", "Vishay", "CRCW040213R3FKED", "Digi-Key", "541-13.3LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 13.3 ohm" 
"13.7", "1%", "100ppm/C", "Vishay", "CRCW040213R7FKED", "Digi-Key", "541-13.7LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 13.7 ohm" 
"14.0", "1%", "100ppm/C", "Vishay", "CRCW040214R0FKED", "Digi-Key", "541-14.0LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 14.0 ohm" 
"14.3", "1%", "100ppm/C", "Vishay", "CRCW040214R3FKED", "Digi-Key", "541-14.3LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 14.3 ohm" 
"14.7", "1%", "100ppm/C", "Vishay", "CRCW040214R7FKED", "Digi-Key", "541-14.7LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 14.7 ohm" 
"15.0", "1%", "100ppm/C", "Vishay", "CRCW040215R0FKED", "Digi-Key", "541-15.0LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 15.0 ohm" 
"15.4", "1%", "100ppm/C", "Vishay", "CRCW040215R4FKED", "Digi-Key", "541-15.4LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 15.4 ohm" 
"15.8", "1%", "100ppm/C", "Vishay", "CRCW040215R8FKED", "Digi-Key", "541-15.8LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 15.8 ohm" 
"16.2", "1%", "100ppm/C", "Vishay", "CRCW040216R2FKED", "Digi-Key", "541-16.2LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 16.2 ohm" 
"16.5", "1%", "100ppm/C", "Vishay", "CRCW040216R5FKED", "Digi-Key", "541-16.5LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 16.5 ohm" 
"16.9", "1%", "100ppm/C", "Vishay", "CRCW040216R9FKED", "Digi-Key", "541-16.9LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 16.9 ohm" 
"17.4", "1%", "100ppm/C", "Vishay", "CRCW040217R4FKED", "Digi-Key", "541-17.4LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 17.4 ohm" 
"17.8", "1%", "100ppm/C", "Vishay", "CRCW040217R8FKED", "Digi-Key", "541-17.8LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 17.8 ohm" 
"18.2", "1%", "100ppm/C", "Vishay", "CRCW040218R2FKED", "Digi-Key", "541-18.2LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 18.2 ohm" 
"18.7", "1%", "100ppm/C", "Vishay", "CRCW040218R7FKED", "Digi-Key", "541-18.7LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 18.7 ohm" 
"19.1", "1%", "100ppm/C", "Vishay", "CRCW040219R1FKED", "Digi-Key", "541-19.1LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 19.1 ohm" 
"19.6", "1%", "100ppm/C", "Vishay", "CRCW040219R6FKED", "Digi-Key", "541-19.6LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 19.6 ohm" 
"20.0", "1%", "100ppm/C", "Vishay", "CRCW040220R0FKED", "Digi-Key", "541-20.0LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 20.0 ohm" 
"20.5", "1%", "100ppm/C", "Vishay", "CRCW040220R5FKED", "Digi-Key", "541-20.5LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 20.5 ohm" 
"21.0", "1%", "100ppm/C", "Vishay", "CRCW040221R0FKED", "Digi-Key", "541-21.0LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 21.0 ohm" 
"21.5", "1%", "100ppm/C", "Vishay", "CRCW040221R5FKED", "Digi-Key", "541-21.5LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 21.5 ohm" 
"22.1", "1%", "100ppm/C", "Vishay", "CRCW040222R1FKED", "Digi-Key", "541-22.1LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 22.1 ohm" 
"22.6", "1%", "100ppm/C", "Vishay", "CRCW040222R6FKED", "Digi-Key", "541-22.6LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 22.6 ohm" 
"23.2", "1%", "100ppm/C", "Vishay", "CRCW040223R2FKED", "Digi-Key", "541-23.2LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 23.2 ohm" 
"23.7", "1%", "100ppm/C", "Vishay", "CRCW040223R7FKED", "Digi-Key", "541-23.7LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 23.7 ohm" 
"24.3", "1%", "100ppm/C", "Vishay", "CRCW040224R3FKED", "Digi-Key", "541-24.3LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 24.3 ohm" 
"24.9", "1%", "100ppm/C", "Vishay", "CRCW040224R9FKED", "Digi-Key", "541-24.9LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 24.9 ohm" 
"25.5", "1%", "100ppm/C", "Vishay", "CRCW040225R5FKED", "Digi-Key", "541-25.5LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 25.5 ohm" 
"26.1", "1%", "100ppm/C", "Vishay", "CRCW040226R1FKED", "Digi-Key", "541-26.1LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 26.1 ohm" 
"26.7", "1%", "100ppm/C", "Vishay", "CRCW040226R7FKED", "Digi-Key", "541-26.7LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 26.7 ohm" 
"27.4", "1%", "100ppm/C", "Vishay", "CRCW040227R4FKED", "Digi-Key", "541-27.4LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 27.4 ohm" 
"28.0", "1%", "100ppm/C", "Vishay", "CRCW040228R0FKED", "Digi-Key", "541-28.0LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 28.0 ohm" 
"28.7", "1%", "100ppm/C", "Vishay", "CRCW040228R7FKED", "Digi-Key", "541-28.7LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 28.7 ohm" 
"29.4", "1%", "100ppm/C", "Vishay", "CRCW040229R4FKED", "Digi-Key", "541-29.4LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 29.4 ohm" 
"30.1", "1%", "100ppm/C", "Vishay", "CRCW040230R1FKED", "Digi-Key", "541-30.1LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 30.1 ohm" 
"30.9", "1%", "100ppm/C", "Vishay", "CRCW040230R9FKED", "Digi-Key", "541-30.9LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 30.9 ohm" 
"31.6", "1%", "100ppm/C", "Vishay", "CRCW040231R6FKED", "Digi-Key", "541-31.6LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 31.6 ohm" 
"32.4", "1%", "100ppm/C", "Vishay", "CRCW040232R4FKED", "Digi-Key", "541-32.4LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 32.4 ohm" 
"33.2", "1%", "100ppm/C", "Vishay", "CRCW040233R2FKED", "Digi-Key", "541-33.2LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 33.2 ohm" 
"34.0", "1%", "100ppm/C", "Vishay", "CRCW040234R0FKED", "Digi-Key", "541-34.0LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 34.0 ohm" 
"34.8", "1%", "100ppm/C", "Vishay", "CRCW040234R8FKED", "Digi-Key", "541-34.8LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 34.8 ohm" 
"35.7", "1%", "100ppm/C", "Vishay", "CRCW040235R7FKED", "Digi-Key", "541-35.7LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 35.7 ohm" 
"36.5", "1%", "100ppm/C", "Vishay", "CRCW040236R5FKED", "Digi-Key", "541-36.5LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 36.5 ohm" 
"37.4", "1%", "100ppm/C", "Vishay", "CRCW040237R4FKED", "Digi-Key", "541-37.4LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 37.4 ohm" 
"38.3", "1%", "100ppm/C", "Vishay", "CRCW040238R3FKED", "Digi-Key", "541-38.3LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 38.3 ohm" 
"39.2", "1%", "100ppm/C", "Vishay", "CRCW040239R2FKED", "Digi-Key", "541-39.2LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 39.2 ohm" 
"40.2", "1%", "100ppm/C", "Vishay", "CRCW040240R2FKED", "Digi-Key", "541-40.2LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 40.2 ohm" 
"41.2", "1%", "100ppm/C", "Vishay", "CRCW040241R2FKED", "Digi-Key", "541-41.2LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 41.2 ohm" 
"42.2", "1%", "100ppm/C", "Vishay", "CRCW040242R2FKED", "Digi-Key", "541-42.2LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 42.2 ohm" 
"43.2", "1%", "100ppm/C", "Vishay", "CRCW040243R2FKED", "Digi-Key", "541-43.2LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 43.2 ohm" 
"44.2", "1%", "100ppm/C", "Vishay", "CRCW040244R2FKED", "Digi-Key", "541-44.2LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 44.2 ohm" 
"45.3", "1%", "100ppm/C", "Vishay", "CRCW040245R3FKED", "Digi-Key", "541-45.3LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 45.3 ohm" 
"46.4", "1%", "100ppm/C", "Vishay", "CRCW040246R4FKED", "Digi-Key", "541-46.4LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 46.4 ohm" 
"47.5", "1%", "100ppm/C", "Vishay", "CRCW040247R5FKED", "Digi-Key", "541-47.5LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 47.5 ohm" 
"48.7", "1%", "100ppm/C", "Vishay", "CRCW040248R7FKED", "Digi-Key", "541-48.7LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 48.7 ohm" 
"49.9", "1%", "100ppm/C", "Vishay", "CRCW040249R9FKED", "Digi-Key", "541-49.9LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 49.9 ohm" 
"51.1", "1%", "100ppm/C", "Vishay", "CRCW040251R1FKED", "Digi-Key", "541-51.1LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 51.1 ohm" 
"52.3", "1%", "100ppm/C", "Vishay", "CRCW040252R3FKED", "Digi-Key", "541-52.3LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 52.3 ohm" 
"53.6", "1%", "100ppm/C", "Vishay", "CRCW040253R6FKED", "Digi-Key", "541-53.6LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 53.6 ohm" 
"54.9", "1%", "100ppm/C", "Vishay", "CRCW040254R9FKED", "Digi-Key", "541-54.9LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 54.9 ohm" 
"56.2", "1%", "100ppm/C", "Vishay", "CRCW040256R2FKED", "Digi-Key", "541-56.2LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 56.2 ohm" 
"57.6", "1%", "100ppm/C", "Vishay", "CRCW040257R6FKED", "Digi-Key", "541-57.6LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 57.6 ohm" 
"59.0", "1%", "100ppm/C", "Vishay", "CRCW040259R0FKED", "Digi-Key", "541-59.0LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 59.0 ohm" 
"60.4", "1%", "100ppm/C", "Vishay", "CRCW040260R4FKED", "Digi-Key", "541-60.4LCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0402", ".\MF_MiscLib.PcbLib", "Resistor SMT 0402 60.4 ohm" 
